cluster_number,cluster_metric
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
1,0.96
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.64
2,0.64
2,0.64
2,0.64
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.62
2,0.6
2,0.6
2,0.6
2,0.6
2,0.62
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
2,0.68
